_MEMBER_M19050.Micro,_MEMBER_M19050.OPC,_MEMBER_M19050.Oligo,_MEMBER_M59593.Micro,_MEMBER_M59593.OPC,_MEMBER_M59593.Oligo,_MEMBER_att_D_AD_1,_MEMBER_att_D_AD_2,_MEMBER_att_D_SCZ_1,_MEMBER_att_D_SCZ_2,_MEMBER_att_D_no_prior_0,_MEMBER_att_D_no_prior_1,_MEMBER_att_D_no_prior_2,_MEMBER_att_D_no_prior_3,_LogP_M19050.Micro,_LogP_M19050.OPC,_LogP_M19050.Oligo,_LogP_M59593.Micro,_LogP_M59593.OPC,_LogP_M59593.Oligo,_LogP_att_D_AD_1,_LogP_att_D_AD_2,_LogP_att_D_SCZ_1,_LogP_att_D_SCZ_2,_LogP_att_D_no_prior_0,_LogP_att_D_no_prior_1,_LogP_att_D_no_prior_2,_LogP_att_D_no_prior_3,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,1,0,0,0,1,1,1,1,1,1,1,1,1,-7.9,-5.5,0,0,0,-3.1,-5.8,-5.3,-9.1,-6.9,-13,-9.3,-13,-8.7,C0027796,M11000111111111,11,0,DisGeNET,35,Neuralgia,,-13,4.6,10,30304,766,298,35,12,1.9,2|409|713|864|960|972|1240|1508|1520|1524|2289|2697|2857|3091|3123|3394|3570|4155|4205|4360|4780|4988|5293|6352|6506|6646|6663|6935|6938|7132|7133|7852|9935|56659|64805,A2M|ARRB2|C1QB|RUNX3|CD44|CD74|CMKLR1|CTSB|CTSS|CX3CR1|FKBP5|GJA1|GPR34|HIF1A|HLA-DRB1|IRF8|IL6R|MBP|MEF2A|MRC1|NFE2L2|OPRM1|PIK3CD|CCL5|SLC1A2|SOAT1|SOX10|ZEB1|TCF12|TNFRSF1A|TNFRSF1B|CXCR4|MAFB|KCNK13|P2RY12,-11,0
1,0,0,1,0,1,1,1,1,1,1,1,1,1,-5.5,0,0,-5.1,0,-3.9,-10,-6.3,-9.5,-7.3,-13,-11,-10,-10,C0085669,M10010111111111,11,0,DisGeNET,35,Acute leukemia,,-13,5.1,10,30304,639,298,32,11,1.8,678|861|864|1462|2022|2078|2113|2114|2120|2122|3091|3123|3394|3490|3572|3635|3676|4005|5156|5293|6646|6886|7037|7133|7852|10019|10320|22925|23090|51176|84106|401237,ZFP36L2|RUNX1|RUNX3|VCAN|ENG|ERG|ETS1|ETS2|ETV6|MECOM|HIF1A|HLA-DRB1|IRF8|IGFBP7|IL6ST|INPP5D|ITGA4|LMO2|PDGFRA|PIK3CD|SOAT1|TAL1|TFRC|TNFRSF1B|CXCR4|SH2B3|IKZF1|PLA2R1|ZNF423|LEF1|PRAM1|CASC15,-11,0
1,0,0,1,0,1,1,1,1,1,1,1,1,1,-9.1,0,0,-2.2,0,-6.4,-6.4,-4,-4.5,-3,-13,-6.8,-7.3,-8.6,C3203102,M10010111111111,11,0,DisGeNET,35,Idiopathic pulmonary arterial hypertension,,-13,4.6,10,30304,776,298,35,12,1.9,358|604|861|953|1278|1374|1520|2022|2078|2308|2313|2353|2355|2697|3091|3123|3570|3709|4088|4360|4773|4780|5156|5175|5293|5580|5742|6352|7402|7852|9332|10135|25939|51176|131096,AQP1|BCL6|RUNX1|ENTPD1|COL1A2|CPT1A|CTSS|ENG|ERG|FOXO1|FLI1|FOS|FOSL2|GJA1|HIF1A|HLA-DRB1|IL6R|ITPR2|SMAD3|MRC1|NFATC2|NFE2L2|PDGFRA|PECAM1|PIK3CD|PRKCD|PTGS1|CCL5|UTRN|CXCR4|CD163|NAMPT|SAMHD1|LEF1|KCNH8,-11,0
1,0,0,0,0,1,1,1,1,1,1,1,1,1,-7,0,0,0,0,-9.2,-6.8,-8,-9.7,-9.3,-10,-8.4,-8.3,-13,C0200641,M10000111111111,10,0,DisGeNET,35,Blood basophil count (lab test),,-13,11,13,30304,272,184,18,9.8,2.2,861|1441|1902|2078|2113|2313|3106|3394|3676|4773|5788|6239|6261|10320|22856|64759|81704|137196,RUNX1|CSF3R|LPAR1|ERG|ETS1|FLI1|HLA-B|IRF8|ITGA4|NFATC2|PTPRC|RREB1|RYR1|IKZF1|CHSY1|TNS3|DOCK8|CCDC26,-11,0
1,0,0,0,0,1,1,1,1,1,1,1,1,1,-4.4,0,0,0,0,-7.1,-5.3,-2.8,-2.5,-5,-13,-4.7,-11,-8.6,C3495559,M10000111111111,10,0,DisGeNET,35,Juvenile arthritis,,-13,6.1,11,30304,450,298,27,9.1,1.7,113|919|953|2120|2353|2355|3091|3123|3570|3572|4088|4973|5239|6352|6515|6556|6934|7132|7133|7852|10019|10135|22900|23166|51284|51338|81793,ADCY7|CD247|ENTPD1|ETV6|FOS|FOSL2|HIF1A|HLA-DRB1|IL6R|IL6ST|SMAD3|OLR1|PGM5|CCL5|SLC2A3|SLC11A1|TCF7L2|TNFRSF1A|TNFRSF1B|CXCR4|SH2B3|NAMPT|CARD8|STAB1|TLR7|MS4A4A|TLR10,-11,0
1,0,0,0,0,1,1,1,1,1,1,1,1,1,-9.5,0,0,0,0,-3.8,-6,-2.5,-4.1,-4.3,-10,-11,-13,-6.8,C4529962,M10000111111111,10,0,DisGeNET,35,Fatty Liver Disease,,-13,5.2,10,30304,741,237,30,13,2.2,2|861|864|960|1240|1535|2078|2353|2885|3091|3123|3687|3689|3709|3725|3726|3949|4780|4973|6721|6850|6934|7037|7052|7132|7133|7852|9402|25937|29780,A2M|RUNX1|RUNX3|CD44|CMKLR1|CYBA|ERG|FOS|GRB2|HIF1A|HLA-DRB1|ITGAX|ITGB2|ITPR2|JUN|JUNB|LDLR|NFE2L2|OLR1|SREBF2|SYK|TCF7L2|TFRC|TGM2|TNFRSF1A|TNFRSF1B|CXCR4|GRAP2|WWTR1|PARVB,-11,0
1,0,0,0,0,0,1,1,1,1,1,1,1,1,-3.2,0,0,0,0,0,-3.8,-4.1,-4.5,-5,-10,-8.6,-13,-7.6,C0023492,M10000011111111,9,0,DisGeNET,35,"Leukemia, T-Cell",,-13,6.7,11,30304,457,237,24,10,2,861|942|960|2078|2120|2353|3394|3490|3689|3718|3725|4005|4360|5341|6646|6850|6886|7114|7132|7133|7852|9402|26191|27044,RUNX1|CD86|CD44|ERG|ETV6|FOS|IRF8|IGFBP7|ITGB2|JAK3|JUN|LMO2|MRC1|PLEK|SOAT1|SYK|TAL1|TMSB4X|TNFRSF1A|TNFRSF1B|CXCR4|GRAP2|PTPN22|SND1,-11,0
1,0,0,1,0,1,1,1,1,1,1,1,1,1,-6.1,0,0,-3.3,0,-7.5,-8.9,-5.5,-6,-8.2,-13,-10,-11,-9.1,C0278764,M10010111111111,11,0,DisGeNET,35,Adult Burkitt Lymphoma,,-13,5.8,10,30304,475,298,27,9.1,1.7,604|639|678|861|896|953|960|965|2113|2308|2313|3091|3399|3689|4005|4773|5293|5336|6303|6646|7037|7409|7852|10301|51176|83439|118788,BCL6|PRDM1|ZFP36L2|RUNX1|CCND3|ENTPD1|CD44|CD58|ETS1|FOXO1|FLI1|HIF1A|ID3|ITGB2|LMO2|NFATC2|PIK3CD|PLCG2|SAT1|SOAT1|TFRC|VAV1|CXCR4|DLEU1|LEF1|TCF7L1|PIK3AP1,-11,0
1,0,0,1,0,1,1,1,1,1,1,1,1,1,-6,0,0,-4.1,0,-8.3,-8.9,-5.4,-6,-8.1,-12,-10,-10,-9.9,C0278879,M10010111111111,11,0,DisGeNET,35,Childhood Burkitt Lymphoma,,-12,5.8,10,30304,477,298,27,9.1,1.7,604|639|678|861|896|953|960|965|2113|2308|2313|3091|3399|3689|4005|4773|5293|5336|6303|6646|7037|7409|7852|10301|51176|83439|118788,BCL6|PRDM1|ZFP36L2|RUNX1|CCND3|ENTPD1|CD44|CD58|ETS1|FOXO1|FLI1|HIF1A|ID3|ITGB2|LMO2|NFATC2|PIK3CD|PLCG2|SAT1|SOAT1|TFRC|VAV1|CXCR4|DLEU1|LEF1|TCF7L1|PIK3AP1,-11,0
1,0,0,0,0,1,1,1,1,0,1,1,1,1,-12,0,0,0,0,-4.4,-4.7,-2.5,-2,0,-12,-4.8,-9.6,-4.8,C0035126,M10000111101111,9,0,DisGeNET,35,Reperfusion Injury,,-12,7.5,11,30304,300,298,22,7.4,1.5,960|1508|1535|2113|2353|2355|3091|3315|3399|3570|3572|3635|3689|4780|4988|5175|5742|6303|6352|6515|7132|11213,CD44|CTSB|CYBA|ETS1|FOS|FOSL2|HIF1A|HSPB1|ID3|IL6R|IL6ST|INPP5D|ITGB2|NFE2L2|OPRM1|PECAM1|PTGS1|SAT1|CCL5|SLC2A3|TNFRSF1A|IRAK3,-11,0
1,0,0,0,0,1,1,1,1,1,1,1,1,1,-10,0,0,0,0,-3,-4.8,-6.7,-6.2,-9.9,-8.1,-7.1,-6.2,-12,C0027697,M10000111111111,10,0,DisGeNET,35,Nephritis,,-12,10,12,30304,296,184,18,9.8,2.2,843|942|2113|2214|2313|3106|3123|3394|3587|3606|3676|3684|3689|5788|7048|7903|9473|10320,CASP10|CD86|ETS1|FCGR3A|FLI1|HLA-B|HLA-DRB1|IRF8|IL10RA|IL18|ITGA4|ITGAM|ITGB2|PTPRC|TGFBR2|ST8SIA4|THEMIS2|IKZF1,-11,0
1,1,0,0,0,1,1,1,1,1,1,1,1,1,-3.3,-7.9,0,0,0,-5.6,-9.2,-6.1,-6.7,-7,-9.8,-12,-10,-4.9,C1837461,M11000111111111,11,0,DisGeNET,35,"SCOLIOSIS, ISOLATED, SUSCEPTIBILITY TO, 3",,-12,5.1,10,30304,578,311,30,9.6,1.7,2|571|753|1607|2899|4067|4773|5583|5649|7088|9758|10060|11278|23022|54796|55553|56034|56243|79698|81704|81792|81832|84441|91526|117583|143872|220107|284757|338645|346007,A2M|BACH1|LDLRAD4|DGKB|GRIK3|LYN|NFATC2|PRKCH|RELN|TLE1|FRMPD4|ABCC9|KLF12|PALLD|BNC2|SOX6|PDGFC|KIAA1217|ZMAT4|DOCK8|ADAMTS12|NETO1|MAML2|ANKRD44|PARD3B|ARHGAP42|DLEU7|MIR646HG|LUZP2|EYS,-11,0
0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,-6.1,0,0,-3.2,-6.1,-12,-4.3,-2.9,C0428883,M00000010011111,6,0,DisGeNET,35,Diastolic blood pressure,,-12,5.4,10,30304,507,311,28,9,1.6,677|1607|2078|2122|2624|2887|4067|4773|5087|5596|6934|7223|9497|10090|27303|51176|51312|53346|55553|57475|57480|58499|63976|93166|143872|158038|222553|401237,ZFP36L1|DGKB|ERG|MECOM|GATA2|GRB10|LYN|NFATC2|PBX1|MAPK4|TCF7L2|TRPC4|SLC4A7|UST|RBMS3|LEF1|SLC25A37|TM6SF1|SOX6|PLEKHH1|PLEKHG1|ZNF462|PRDM16|PRDM6|ARHGAP42|LINGO2|SLC35F1|CASC15,-10,0
1,0,0,0,0,1,1,0,1,1,1,1,1,1,-5.9,0,0,0,0,-2,-6.2,0,-4,-3,-7.1,-5.5,-12,-2.3,C3241937,M10000110111111,9,0,DisGeNET,35,Nonalcoholic Steatohepatitis,,-12,6.8,11,30304,434,237,23,9.7,1.9,861|864|960|1240|1508|2885|3091|3572|3687|3709|3725|3949|4780|4973|5580|6721|6850|6934|7052|7132|7133|7852|25937,RUNX1|RUNX3|CD44|CMKLR1|CTSB|GRB2|HIF1A|IL6ST|ITGAX|ITPR2|JUN|LDLR|NFE2L2|OLR1|PRKCD|SREBF2|SYK|TCF7L2|TGM2|TNFRSF1A|TNFRSF1B|CXCR4|WWTR1,-10,0
1,1,1,1,0,0,1,0,0,1,1,1,1,1,-3.3,-2.4,-3.5,-2,0,0,-3.2,0,0,-2.7,-12,-6.2,-5.6,-5.4,C0149678,M11110010011111,10,0,DisGeNET,35,Epstein-Barr Virus Infections,,-12,6.4,11,30304,384,298,24,8.1,1.6,604|953|960|972|1634|2308|3122|3123|3315|3676|3689|4155|4360|4780|5293|5452|5552|5580|6352|6646|6935|7852|51284|91851,BCL6|ENTPD1|CD44|CD74|DCN|FOXO1|HLA-DRA|HLA-DRB1|HSPB1|ITGA4|ITGB2|MBP|MRC1|NFE2L2|PIK3CD|POU2F2|SRGN|PRKCD|CCL5|SOAT1|ZEB1|CXCR4|TLR7|CHRDL1,-10,0
1,0,0,0,0,0,1,1,1,1,1,1,1,1,-12,0,0,0,0,0,-3.9,-4.9,-3.1,-3.6,-9.1,-3.6,-6.3,-5.4,C0018133,M10000011111111,9,0,DisGeNET,35,Graft-vs-Host Disease,,-12,6.3,10,30304,447,259,24,9.3,1.8,718|728|920|945|953|958|1436|2214|3119|3303|3572|3635|3684|3687|3762|5293|5724|6696|6778|6850|7100|10320|11006|55024,C3|C5AR1|CD4|CD33|ENTPD1|CD40|CSF1R|FCGR3A|HLA-DQB1|HSPA1A|IL6ST|INPP5D|ITGAM|ITGAX|KCNJ5|PIK3CD|PTAFR|SPP1|STAT6|SYK|TLR5|IKZF1|LILRB4|BANK1,-10,0
0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,-3.8,-4.9,-3.7,-3.1,-3.8,-12,-7.6,-10,-9.2,C0087031,M00000111111111,9,0,DisGeNET,35,Juvenile-Onset Still Disease,,-12,10,12,30304,171,298,17,5.7,1.3,113|677|861|2120|2353|2355|3123|3570|4088|4973|5239|6515|6556|6934|7852|23166|51338,ADCY7|ZFP36L1|RUNX1|ETV6|FOS|FOSL2|HLA-DRB1|IL6R|SMAD3|OLR1|PGM5|SLC2A3|SLC11A1|TCF7L2|CXCR4|STAB1|MS4A4A,-10,0
1,0,0,0,0,1,1,1,1,1,1,1,1,1,-12,0,0,0,0,-3.6,-4.7,-2.7,-2.9,-5,-4.7,-2.8,-4.4,-4.7,C0155877,M10000111111111,10,0,DisGeNET,35,Allergic asthma,,-12,6.9,11,30304,371,259,22,8.5,1.7,348|718|728|920|953|1230|1436|3119|3176|3329|3603|3665|4851|5025|5293|5724|5829|6696|6778|9388|81704|83666,APOE|C3|C5AR1|CD4|ENTPD1|CCR1|CSF1R|HLA-DQB1|HNMT|HSPD1|IL16|IRF7|NOTCH1|P2RX4|PIK3CD|PTAFR|PXN|SPP1|STAT6|LIPG|DOCK8|PARP9,-10,0
1,0,0,0,0,1,1,1,0,1,1,1,1,1,-11,0,0,0,0,-4.6,-3.9,-3.2,0,-3.3,-11,-6.5,-12,-6.5,C0024115,M10000111011111,9,0,DisGeNET,35,Lung diseases,,-12,5.1,9.8,30304,700,237,28,12,2.1,2|861|960|1436|1508|1520|1524|1535|2022|2321|2353|3091|3123|3725|3726|3784|4780|5580|6513|6556|7037|7132|7852|23765|51176|57162|81704|221395,A2M|RUNX1|CD44|CSF1R|CTSB|CTSS|CX3CR1|CYBA|ENG|FLT1|FOS|HIF1A|HLA-DRB1|JUN|JUNB|KCNQ1|NFE2L2|PRKCD|SLC2A1|SLC11A1|TFRC|TNFRSF1A|CXCR4|IL17RA|LEF1|PELI1|DOCK8|ADGRF5,-10,0
1,1,1,1,0,0,1,1,1,1,1,1,1,1,-6.8,-2.2,-2.7,-2.3,0,0,-4.1,-2.4,-2.8,-3.1,-11,-6.5,-12,-3.1,C0151744,M11110011111111,12,0,DisGeNET,35,Myocardial Ischemia,,-12,4.9,9.7,30304,756,237,29,12,2.1,861|953|1326|1535|3091|3123|3490|3572|3687|3726|3949|4205|4360|4478|4780|4973|5209|5580|6646|6934|7037|7114|7132|7133|7852|9402|10611|26191|64805,RUNX1|ENTPD1|MAP3K8|CYBA|HIF1A|HLA-DRB1|IGFBP7|IL6ST|ITGAX|JUNB|LDLR|MEF2A|MRC1|MSN|NFE2L2|OLR1|PFKFB3|PRKCD|SOAT1|TCF7L2|TFRC|TMSB4X|TNFRSF1A|TNFRSF1B|CXCR4|GRAP2|PDLIM5|PTPN22|P2RY12,-9.9,0
1,1,0,0,0,1,1,1,0,1,1,1,1,1,-2.6,-2.3,0,0,0,-2.5,-4.5,-4.3,0,-3.2,-11,-12,-11,-8.9,C0037274,M11000111011111,10,0,DisGeNET,35,Dermatologic disorders,,-12,4.8,9.6,30304,615,311,30,9.6,1.7,238|571|960|2034|2313|2353|3398|3597|3702|3725|3726|3727|4306|4616|5175|5293|5467|5966|5996|6663|6857|6863|7052|9308|9402|23765|51705|53335|54469|81704,ALK|BACH1|CD44|EPAS1|FLI1|FOS|ID2|IL13RA1|ITK|JUN|JUNB|JUND|NR3C2|GADD45B|PECAM1|PIK3CD|PPARD|REL|RGS1|SOX10|SYT1|TAC1|TGM2|CD83|GRAP2|IL17RA|EMCN|BCL11A|ZFAND6|DOCK8,-9.9,0
1,0,1,0,1,1,1,1,1,1,1,1,1,1,-12,0,-4.4,0,-3.3,-3.5,-5.1,-2.2,-3.7,-2.8,-5.2,-5.5,-2.9,-4,C0002726,M10101111111111,12,0,DisGeNET,35,Amyloidosis,,-12,4.9,9.6,30304,694,259,29,11,2,199|348|712|713|714|718|834|945|958|1508|2876|3162|3329|3684|4688|4851|5025|5272|5293|5467|5742|6404|6696|6750|7045|7100|7305|9332|54209,AIF1|APOE|C1QA|C1QB|C1QC|C3|CASP1|CD33|CD40|CTSB|GPX1|HMOX1|HSPD1|ITGAM|NCF2|NOTCH1|P2RX4|SERPINB9|PIK3CD|PPARD|PTGS1|SELPLG|SPP1|SST|TGFBI|TLR5|TYROBP|CD163|TREM2,-9.9,0
1,1,0,0,0,0,1,1,1,0,1,1,1,1,-5.8,-2.2,0,0,0,0,-3.1,-2,-2.9,0,-12,-5.1,-11,-3.2,C0220641,M11000011101111,9,0,DisGeNET,35,Lip and Oral Cavity Carcinoma,,-12,4.4,9.4,30304,734,298,32,11,1.8,864|919|942|960|1112|1508|1535|1634|2113|2120|2308|3091|3936|4088|4360|4773|4780|4988|5293|5742|6352|6934|7037|7132|7133|7852|7903|9332|10859|27044|80243|152330,RUNX3|CD247|CD86|CD44|FOXN3|CTSB|CYBA|DCN|ETS1|ETV6|FOXO1|HIF1A|LCP1|SMAD3|MRC1|NFATC2|NFE2L2|OPRM1|PIK3CD|PTGS1|CCL5|TCF7L2|TFRC|TNFRSF1A|TNFRSF1B|CXCR4|ST8SIA4|CD163|LILRB1|SND1|PREX2|CNTN4,-9.9,0
1,1,0,0,0,1,1,0,1,1,1,1,1,1,-5.3,-5.2,0,0,0,-3.5,-5.1,0,-3.9,-2.4,-9,-12,-7.2,-4.6,C0238198,M11000110111111,10,0,DisGeNET,35,Gastrointestinal Stromal Tumors,,-12,5.1,9.7,30304,538,311,28,9,1.6,238|604|688|896|960|1523|2034|2113|2120|2260|2308|2313|3725|4254|4739|5159|5175|5293|5788|5925|7075|9402|9595|10611|22806|51176|84976|115207,ALK|BCL6|KLF5|CCND3|CD44|CUX1|EPAS1|ETS1|ETV6|FGFR1|FOXO1|FLI1|JUN|KITLG|NEDD9|PDGFRB|PECAM1|PIK3CD|PTPRC|RB1|TIE1|GRAP2|CYTIP|PDLIM5|IKZF3|LEF1|DISP1|KCTD12,-9.8,0
1,0,1,1,0,1,1,1,1,1,1,1,1,1,-5.6,0,-3.6,-2.4,0,-8.6,-5.1,-5.1,-7.3,-3.4,-12,-4.9,-11,-9.5,C2363741,M10110111111111,12,0,DisGeNET,35,HIV-1 infection,,-12,4.5,9.4,30304,695,298,31,10,1.8,639|953|972|1508|1524|2078|2113|2308|2353|3091|3123|3490|3572|3635|4155|4360|4651|4780|4973|5293|6352|6646|7037|7132|7133|7852|10859|25939|51284|81793|344558,PRDM1|ENTPD1|CD74|CTSB|CX3CR1|ERG|ETS1|FOXO1|FOS|HIF1A|HLA-DRB1|IGFBP7|IL6ST|INPP5D|MBP|MRC1|MYO10|NFE2L2|OLR1|PIK3CD|CCL5|SOAT1|TFRC|TNFRSF1A|TNFRSF1B|CXCR4|LILRB1|SAMHD1|TLR7|TLR10|SH3RF3,-9.8,0
1,0,1,0,1,1,1,1,1,1,1,1,1,1,-6.7,0,-2.6,0,-2.9,-3.7,-6.1,-6,-4.3,-3.4,-10,-11,-10,-9.3,C0162871,M10101111111111,12,0,DisGeNET,35,"Aortic Aneurysm, Abdominal",,-11,4.8,9.5,30304,585,311,29,9.3,1.6,688|948|960|1508|1520|1524|2078|2113|2152|2308|2321|2353|3684|3687|3725|3726|3727|4306|4781|5175|5293|5592|5788|7450|9402|26191|51312|64805|91526,KLF5|CD36|CD44|CTSB|CTSS|CX3CR1|ERG|ETS1|F3|FOXO1|FLT1|FOS|ITGAM|ITGAX|JUN|JUNB|JUND|NR3C2|NFIB|PECAM1|PIK3CD|PRKG1|PTPRC|VWF|GRAP2|PTPN22|SLC25A37|P2RY12|ANKRD44,-9.7,0
1,0,0,0,0,1,1,1,1,1,1,1,1,1,-6.1,0,0,0,0,-3.6,-4.6,-3,-4,-3.7,-11,-8.1,-7.4,-6.8,C0007570,M10000111111111,10,0,DisGeNET,35,Celiac Disease,,-11,5.2,9.7,30304,527,298,27,9.1,1.7,113|677|861|864|919|942|960|1508|1524|2113|3091|3123|3570|4005|4088|4774|5293|5341|5580|6352|6925|7037|7132|10019|10301|51284|387357,ADCY7|ZFP36L1|RUNX1|RUNX3|CD247|CD86|CD44|CTSB|CX3CR1|ETS1|HIF1A|HLA-DRB1|IL6R|LMO2|SMAD3|NFIA|PIK3CD|PLEK|PRKCD|CCL5|TCF4|TFRC|TNFRSF1A|SH2B3|DLEU1|TLR7|THEMIS,-9.7,0
1,1,0,0,0,1,1,1,1,1,1,1,1,1,-7.1,-2.5,0,0,0,-2.4,-5.3,-4.9,-7.1,-4.3,-11,-8,-8.5,-8.6,C0020429,M11000111111111,11,0,DisGeNET,35,Hyperalgesia,,-11,5.6,9.9,30304,451,298,25,8.4,1.6,409|960|1520|1524|2353|2697|3091|3570|3572|3587|3672|3687|3718|4773|4780|4988|5074|5293|5742|6352|6506|7132|7133|7852|64805,ARRB2|CD44|CTSS|CX3CR1|FOS|GJA1|HIF1A|IL6R|IL6ST|IL10RA|ITGA1|ITGAX|JAK3|NFATC2|NFE2L2|OPRM1|PAWR|PIK3CD|PTGS1|CCL5|SLC1A2|TNFRSF1A|TNFRSF1B|CXCR4|P2RY12,-9.6,0
1,0,0,0,0,1,1,0,1,1,1,1,1,1,-4.8,0,0,0,0,-2.7,-4.2,0,-3.4,-2.5,-11,-4,-5.3,-6.6,C2973725,M10000110111111,9,0,DisGeNET,35,Pulmonary arterial hypertension,,-11,5.9,10,30304,413,298,24,8.1,1.6,953|1278|1374|1520|2022|2308|2313|2353|2355|2697|3091|3123|3570|3709|4088|4773|4780|5293|6352|7402|7852|10135|51176|131096,ENTPD1|COL1A2|CPT1A|CTSS|ENG|FOXO1|FLI1|FOS|FOSL2|GJA1|HIF1A|HLA-DRB1|IL6R|ITPR2|SMAD3|NFATC2|NFE2L2|PIK3CD|CCL5|UTRN|CXCR4|NAMPT|LEF1|KCNH8,-9.6,0
1,1,1,0,0,1,1,1,1,0,1,1,1,1,-6.2,-2.6,-2.7,0,0,-2.3,-4.1,-2.4,-2.8,0,-11,-5.9,-11,-5.4,C0153381,M11100111101111,11,0,DisGeNET,35,Malignant neoplasm of mouth,,-11,4.3,9.2,30304,756,298,32,11,1.8,864|919|942|960|1112|1508|1535|1634|2113|2120|2308|2353|3091|3315|3936|4360|4773|4780|4988|5293|5742|6352|6934|7037|7852|7903|9332|10135|10859|23166|27044|152330,RUNX3|CD247|CD86|CD44|FOXN3|CTSB|CYBA|DCN|ETS1|ETV6|FOXO1|FOS|HIF1A|HSPB1|LCP1|MRC1|NFATC2|NFE2L2|OPRM1|PIK3CD|PTGS1|CCL5|TCF7L2|TFRC|CXCR4|ST8SIA4|CD163|NAMPT|LILRB1|STAB1|SND1|CNTN4,-9.6,0
1,0,0,0,0,1,1,1,1,1,1,1,1,1,-2.9,0,0,0,0,-4.4,-4.7,-4.9,-5.4,-2.8,-9.1,-11,-10,-6.4,C0027022,M10000111111111,10,0,DisGeNET,35,Myeloproliferative disease,,-11,6.1,10,30304,365,311,23,7.4,1.5,238|861|864|868|960|1523|2120|2122|2260|2321|2624|3394|3726|4067|4254|5159|5293|5966|6863|7133|9402|55553|440193,ALK|RUNX1|RUNX3|CBLB|CD44|CUX1|ETV6|MECOM|FGFR1|FLT1|GATA2|IRF8|JUNB|LYN|KITLG|PDGFRB|PIK3CD|REL|TAC1|TNFRSF1B|GRAP2|SOX6|CCDC88C,-9.5,0
1,1,1,0,0,0,1,1,1,0,1,1,1,1,-9.1,-3.1,-2.3,0,0,0,-4.1,-4,-4.5,0,-11,-8.7,-7.1,-7.5,C4521042,M11100011101111,10,0,DisGeNET,35,Complete Trisomy 21 Syndrome,,-11,4.6,9.3,30304,668,298,30,10,1.7,2|143|571|604|861|919|2022|2078|2114|2120|2261|2697|3490|3635|3689|3718|4155|4360|4773|4774|4780|4781|5293|5341|5396|6646|7132|7402|10320|64092,A2M|PARP4|BACH1|BCL6|RUNX1|CD247|ENG|ERG|ETS2|ETV6|FGFR3|GJA1|IGFBP7|INPP5D|ITGB2|JAK3|MBP|MRC1|NFATC2|NFIA|NFE2L2|NFIB|PIK3CD|PLEK|PRRX1|SOAT1|TNFRSF1A|UTRN|IKZF1|SAMSN1,-9.5,0
1,0,0,0,0,1,1,1,1,1,1,1,1,1,-4.9,0,0,0,0,-5.3,-9.1,-4.3,-5.5,-5.2,-8.6,-6.8,-11,-6.6,C1868683,M10000111111111,10,0,DisGeNET,35,"B-CELL MALIGNANCY, LOW-GRADE",,-11,7.3,11,30304,350,237,20,8.4,1.8,942|963|972|1326|2353|3687|3689|3725|3726|4780|5452|6513|6850|7133|7409|7852|9402|10301|22806|50515,CD86|CD53|CD74|MAP3K8|FOS|ITGAX|ITGB2|JUN|JUNB|NFE2L2|POU2F2|SLC2A1|SYK|TNFRSF1B|VAV1|CXCR4|GRAP2|DLEU1|IKZF3|CHST11,-9.5,0
1,0,1,0,0,1,1,1,1,1,1,1,1,1,-4.9,0,-2.2,0,0,-3,-4.7,-4,-6.1,-2.5,-6.5,-11,-10,-9.3,C0206180,M10100111111111,11,0,DisGeNET,35,Ki-1+ Anaplastic Large Cell Lymphoma,,-11,6.8,10,30304,300,311,21,6.8,1.4,238|571|604|639|960|2113|2308|2353|3398|3702|3725|3726|3727|5159|5293|5788|5925|7133|8837|9402|9709,ALK|BACH1|BCL6|PRDM1|CD44|ETS1|FOXO1|FOS|ID2|ITK|JUN|JUNB|JUND|PDGFRB|PIK3CD|PTPRC|RB1|TNFRSF1B|CFLAR|GRAP2|HERPUD1,-9.5,0
1,1,0,0,0,1,1,1,1,0,1,1,1,1,-11,-2.2,0,0,0,-2.4,-5.7,-4.9,-4.8,0,-10,-7.4,-9,-8.8,C0740391,M11000111101111,10,0,DisGeNET,35,Middle Cerebral Artery Occlusion,,-11,5,9.5,30304,626,259,27,10,1.9,199|348|718|728|834|958|1436|1508|1524|2022|3162|3303|3329|3572|3684|3687|4814|4851|5025|5293|5327|5467|7046|10763|54209|55332|197259,AIF1|APOE|C3|C5AR1|CASP1|CD40|CSF1R|CTSB|CX3CR1|ENG|HMOX1|HSPA1A|HSPD1|IL6ST|ITGAM|ITGAX|NINJ1|NOTCH1|P2RX4|PIK3CD|PLAT|PPARD|TGFBR1|NES|TREM2|DRAM1|MLKL,-9.4,0
