_MEMBER_AD.Micro,_MEMBER_AD.OPC,_MEMBER_AD.Oligo,_MEMBER_Control.Micro,_MEMBER_Control.Oligo,_LogP_AD.Micro,_LogP_AD.OPC,_LogP_AD.Oligo,_LogP_Control.Micro,_LogP_Control.Oligo,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
0,0,1,1,0,0,0,-8.5,-5.2,0,C0024419,M00110,2,0,DisGeNET,35,Waldenstrom Macroglobulinemia,,-8.5,8.9,9.6,30304,162,274,13,4.7,1.3,3055|3059|3566|3684|5336|5452|5788|6688|6850|7805|10135|29760|83478,HCK|HCLS1|IL4R|ITGAM|PLCG2|POU2F2|PTPRC|SPI1|SYK|LAPTM5|NAMPT|BLNK|ARHGAP24,-6.3,0
1,0,1,1,0,-4,0,-8.5,-2.5,0,C0007570,M10110,3,0,DisGeNET,35,Celiac Disease,,-8.5,4.6,8,30304,527,274,22,8,1.6,113|677|920|942|1508|1524|3109|3115|3606|3660|4261|5090|5321|5788|5996|6774|7038|7097|10019|10301|23150|120892,ADCY7|ZFP36L1|CD4|CD86|CTSB|CX3CR1|HLA-DMB|HLA-DPB1|IL18|IRF2|CIITA|PBX3|PLA2G4A|PTPRC|RGS1|STAT3|TG|TLR2|SH2B3|DLEU1|FRMD4B|LRRK2,-6.2,0
0,0,1,1,0,0,0,-8.5,-2.1,0,C0740391,M00110,2,0,DisGeNET,35,Middle Cerebral Artery Occlusion,,-8.5,4.2,7.8,30304,626,274,24,8.8,1.7,240|409|467|718|1436|1508|1524|2353|3566|3572|3606|3684|3687|3689|4780|5321|5337|6546|6774|7046|7097|7402|10135|10859,ALOX5|ARRB2|ATF3|C3|CSF1R|CTSB|CX3CR1|FOS|IL4R|IL6ST|IL18|ITGAM|ITGAX|ITGB2|NFE2L2|PLA2G4A|PLD1|SLC8A1|STAT3|TGFBR1|TLR2|UTRN|NAMPT|LILRB1,-6.2,0
0,0,1,0,0,0,0,-8.4,0,0,C3887461,M00100,1,0,DisGeNET,35,Head and Neck Carcinoma,,-8.4,3.8,7.6,30304,786,274,27,9.9,1.8,240|558|860|953|1508|2059|2353|3566|3606|4780|5682|5788|5925|5966|6319|6696|6774|6938|7046|7048|9770|9839|10859|26509|54504|55824|83478,ALOX5|AXL|RUNX2|ENTPD1|CTSB|EPS8|FOS|IL4R|IL18|NFE2L2|PSMA1|PTPRC|RB1|REL|SCD|SPP1|STAT3|TCF12|TGFBR1|TGFBR2|RASSF2|ZEB2|LILRB1|MYOF|CPVL|PAG1|ARHGAP24,-6.2,0
1,0,1,1,0,-3.4,0,-8.4,-3.3,0,C0031099,M10110,3,0,DisGeNET,35,Periodontitis,,-8.4,4.1,7.7,30304,680,274,25,9.1,1.7,718|860|972|1075|1240|1436|2353|3459|3566|3572|3606|3635|3684|3689|4780|5052|6850|6938|7096|7097|7409|7903|9306|10135|10859,C3|RUNX2|CD74|CTSC|CMKLR1|CSF1R|FOS|IFNGR1|IL4R|IL6ST|IL18|INPP5D|ITGAM|ITGB2|NFE2L2|PRDX1|SYK|TCF12|TLR1|TLR2|VAV1|ST8SIA4|SOCS6|NAMPT|LILRB1,-6.2,0
0,0,1,0,0,0,0,-8.4,0,0,C0699949,M00100,1,0,DisGeNET,35,airway disease,,-8.4,7.8,9.2,30304,198,274,14,5.1,1.3,409|467|718|3566|3606|3684|3687|3689|4780|6546|6696|6774|54625|64805,ARRB2|ATF3|C3|IL4R|IL18|ITGAM|ITGAX|ITGB2|NFE2L2|SLC8A1|SPP1|STAT3|PARP14|P2RY12,-6.2,0
1,0,1,1,1,-3,0,-8.4,-3.4,-2.5,C0079772,M10111,4,0,DisGeNET,35,T-Cell Lymphoma,,-8.4,4.8,8,30304,485,274,21,7.7,1.6,920|1326|1436|2120|3597|3606|4094|4780|5321|5925|5966|6774|6850|6886|7409|7456|10257|11214|23533|64581|83478,CD4|MAP3K8|CSF1R|ETV6|IL13RA1|IL18|MAF|NFE2L2|PLA2G4A|RB1|REL|STAT3|SYK|TAL1|VAV1|WIPF1|ABCC4|AKAP13|PIK3R5|CLEC7A|ARHGAP24,-6.1,0
1,0,1,1,0,-3.1,0,-8.3,-3.6,0,C2607914,M10110,3,0,DisGeNET,35,Allergic rhinitis (disorder),,-8.3,5,8,30304,446,274,20,7.3,1.6,942|953|3059|3115|3566|3606|4773|5336|5996|6696|6774|7048|7096|7097|7100|7133|9306|64805|118788|139818,CD86|ENTPD1|HCLS1|HLA-DPB1|IL4R|IL18|NFATC2|PLCG2|RGS1|SPP1|STAT3|TGFBR2|TLR1|TLR2|TLR5|TNFRSF1B|SOCS6|P2RY12|PIK3AP1|DOCK11,-6,0
0,0,1,1,0,0,0,-8.2,-4.4,0,C0200637,M00110,2,0,DisGeNET,35,Monocyte count procedure,,-8.2,9.5,9.6,30304,139,274,12,4.4,1.2,467|1240|1436|1524|2651|3115|3394|4784|6239|10019|57533|137196,ATF3|CMKLR1|CSF1R|CX3CR1|GCNT2|HLA-DPB1|IRF8|NFIX|RREB1|SH2B3|TBC1D14|CCDC26,-6,0
0,0,1,1,0,0,0,-8.2,-4.4,0,C0750880,M00110,2,0,DisGeNET,35,Monocyte count result,,-8.2,9.5,9.6,30304,139,274,12,4.4,1.2,467|1240|1436|1524|2651|3115|3394|4784|6239|10019|57533|137196,ATF3|CMKLR1|CSF1R|CX3CR1|GCNT2|HLA-DPB1|IRF8|NFIX|RREB1|SH2B3|TBC1D14|CCDC26,-6,0
0,0,1,0,0,0,0,-8.2,0,0,C0206062,M00100,1,0,DisGeNET,35,"Lung Diseases, Interstitial",,-8.2,5.9,8.4,30304,319,274,17,6.2,1.5,240|467|963|1524|2313|3115|3606|3684|5788|6696|6774|6886|7046|7133|10859|11214|83666,ALOX5|ATF3|CD53|CX3CR1|FLI1|HLA-DPB1|IL18|ITGAM|PTPRC|SPP1|STAT3|TAL1|TGFBR1|TNFRSF1B|LILRB1|AKAP13|PARP9,-6,0
0,0,1,1,0,0,0,-8.1,-6.6,0,C0376544,M00110,2,0,DisGeNET,35,Hematopoietic Neoplasms,,-8.1,5.8,8.3,30304,322,274,17,6.2,1.5,558|1436|1794|2120|3059|3115|3394|4261|5925|5966|6774|6850|10301|11214|55824|64092|83478,AXL|CSF1R|DOCK2|ETV6|HCLS1|HLA-DPB1|IRF8|CIITA|RB1|REL|STAT3|SYK|DLEU1|AKAP13|PAG1|SAMSN1|ARHGAP24,-5.9,0
0,0,1,1,0,0,0,-8.1,-5.6,0,C0024138,M00110,2,0,DisGeNET,35,"Lupus Erythematosus, Discoid",,-8.1,4.4,7.7,30304,552,274,22,8,1.6,467|718|953|1524|2313|3428|3606|3684|3687|3689|4261|5552|5788|6696|6774|6850|7038|7097|7100|7133|57817|139818,ATF3|C3|ENTPD1|CX3CR1|FLI1|IFI16|IL18|ITGAM|ITGAX|ITGB2|CIITA|SRGN|PTPRC|SPP1|STAT3|SYK|TG|TLR2|TLR5|TNFRSF1B|HAMP|DOCK11,-5.9,0
0,0,1,1,0,0,0,-8.1,-4.9,0,C0019158,M00110,2,0,DisGeNET,35,Hepatitis,,-8.1,4,7.5,30304,656,274,24,8.8,1.7,409|965|1240|1326|1524|2683|2885|3566|3606|3684|4780|6480|6696|6774|7097|7182|10135|23533|29760|57217|57817|64092|64581|83478,ARRB2|CD58|CMKLR1|MAP3K8|CX3CR1|B4GALT1|GRB2|IL4R|IL18|ITGAM|NFE2L2|ST6GAL1|SPP1|STAT3|TLR2|NR2C2|NAMPT|PIK3R5|BLNK|TTC7A|HAMP|SAMSN1|CLEC7A|ARHGAP24,-5.9,0
1,0,1,1,0,-2.4,0,-8.1,-3.8,0,C0038013,M10110,3,0,DisGeNET,35,Ankylosing spondylitis,,-8.1,3.9,7.5,30304,710,274,25,9.1,1.7,113|718|860|972|2353|3059|3109|3115|3394|3587|3684|5927|6696|6774|6886|7096|7097|7100|7133|7903|8935|10019|10859|81619|120892,ADCY7|C3|RUNX2|CD74|FOS|HCLS1|HLA-DMB|HLA-DPB1|IRF8|IL10RA|ITGAM|KDM5A|SPP1|STAT3|TAL1|TLR1|TLR2|TLR5|TNFRSF1B|ST8SIA4|SKAP2|SH2B3|LILRB1|TSPAN14|LRRK2,-5.9,0
0,0,1,1,0,0,0,-8,-8.1,0,C0014772,M00110,2,0,DisGeNET,35,Red Blood Cell Count measurement,,-8.1,7.1,8.7,30304,717,83,14,17,4.1,896|3709|5468|6239|7038|7764|10320|10475|11214|55589|55803|80342|83855|137196,CCND3|ITPR2|PPARG|RREB1|TG|ZNF217|IKZF1|TRIM38|AKAP13|BMP2K|ADAP2|TRAF3IP3|KLF16|CCDC26,-5.9,0
1,0,1,1,0,-3.8,0,-8,-3.8,0,C0006413,M10110,3,0,DisGeNET,35,Burkitt Lymphoma,,-8,4.4,7.7,30304,556,274,22,8,1.6,240|678|953|965|2059|2120|2313|3606|3689|4773|5305|5336|5452|5788|5996|6774|6850|7048|7409|10301|83478|118788,ALOX5|ZFP36L2|ENTPD1|CD58|EPS8|ETV6|FLI1|IL18|ITGB2|NFATC2|PIP4K2A|PLCG2|POU2F2|PTPRC|RGS1|STAT3|SYK|TGFBR2|VAV1|DLEU1|ARHGAP24|PIK3AP1,-5.8,0
1,0,1,1,0,-2.8,0,-7.9,-2.3,0,C0202236,M10110,3,0,DisGeNET,35,Triglycerides measurement,,-7.9,4.3,7.6,30304,563,274,22,8,1.6,463|718|920|1508|3122|3784|4205|4211|5090|5140|5330|5629|6653|6671|6916|7046|7048|7409|10301|54796|55534|220107,ZFHX3|C3|CD4|CTSB|HLA-DRA|KCNQ1|MEF2A|MEIS1|PBX3|PDE3B|PLCB2|PROX1|SORL1|SP4|TBXAS1|TGFBR1|TGFBR2|VAV1|DLEU1|BNC2|MAML3|DLEU7,-5.8,0
1,0,1,1,0,-2.4,0,-7.9,-3.5,0,C0677607,M10110,3,0,DisGeNET,35,Hashimoto Disease,,-7.9,5.6,8.1,30304,335,274,17,6.2,1.5,718|942|1436|1508|3115|3394|3606|3689|5336|5788|6696|6774|7038|7097|57217|57817|139818,C3|CD86|CSF1R|CTSB|HLA-DPB1|IRF8|IL18|ITGB2|PLCG2|PTPRC|SPP1|STAT3|TG|TLR2|TTC7A|HAMP|DOCK11,-5.7,0
1,0,1,0,0,-2.7,0,-7.8,0,0,C0278488,M10100,2,0,DisGeNET,35,Carcinoma breast stage IV,,-7.8,4.2,7.5,30304,573,274,22,8,1.6,467|860|1436|1508|1902|2651|3987|4773|5052|5209|5629|5788|5925|6319|6696|6774|7096|7097|7182|7903|10859|11214,ATF3|RUNX2|CSF1R|CTSB|LPAR1|GCNT2|LIMS1|NFATC2|PRDX1|PFKFB3|PROX1|PTPRC|RB1|SCD|SPP1|STAT3|TLR1|TLR2|NR2C2|ST8SIA4|LILRB1|AKAP13,-5.6,0
0,0,1,1,0,0,0,-7.8,-5.7,0,C0024131,M00110,2,0,DisGeNET,35,Lupus Vulgaris,,-7.8,4.4,7.5,30304,526,274,21,7.7,1.6,467|718|953|1524|2313|3428|3606|3684|3687|3689|4261|5788|6696|6774|6850|7038|7097|7100|7133|57817|139818,ATF3|C3|ENTPD1|CX3CR1|FLI1|IFI16|IL18|ITGAM|ITGAX|ITGB2|CIITA|PTPRC|SPP1|STAT3|SYK|TG|TLR2|TLR5|TNFRSF1B|HAMP|DOCK11,-5.6,0
1,0,1,0,0,-3.8,0,-7.7,0,0,C0035126,M10100,2,0,DisGeNET,35,Reperfusion Injury,,-7.7,5.9,8.1,30304,300,274,16,5.8,1.4,240|467|718|1326|1508|2353|3572|3635|3689|4780|5321|6546|6774|6916|7048|7097,ALOX5|ATF3|C3|MAP3K8|CTSB|FOS|IL6ST|INPP5D|ITGB2|NFE2L2|PLA2G4A|SLC8A1|STAT3|TBXAS1|TGFBR2|TLR2,-5.6,0
1,0,1,1,0,-2.3,0,-7.7,-4.5,0,C4529962,M10110,3,0,DisGeNET,35,Fatty Liver Disease,,-7.7,3.7,7.2,30304,741,274,25,9.1,1.7,2|718|1240|2180|2353|2885|3059|3606|3684|3687|3689|3709|4780|5337|6319|6579|6696|6774|6850|7097|7133|7182|10135|11309|57817,A2M|C3|CMKLR1|ACSL1|FOS|GRB2|HCLS1|IL18|ITGAM|ITGAX|ITGB2|ITPR2|NFE2L2|PLD1|SCD|SLCO1A2|SPP1|STAT3|SYK|TLR2|TNFRSF1B|NR2C2|NAMPT|SLCO2B1|HAMP,-5.5,0
1,0,1,1,0,-2.7,0,-7.6,-5.3,0,C0018213,M10110,3,0,DisGeNET,35,Graves Disease,,-7.6,4.2,7.4,30304,585,274,22,8,1.6,942|1730|2885|3115|3566|3606|3684|3689|5788|6319|6480|6503|6696|6774|7038|7096|7097|7100|7133|10019|10135|139818,CD86|DIAPH2|GRB2|HLA-DPB1|IL4R|IL18|ITGAM|ITGB2|PTPRC|SCD|ST6GAL1|SLA|SPP1|STAT3|TG|TLR1|TLR2|TLR5|TNFRSF1B|SH2B3|NAMPT|DOCK11,-5.5,0
0,0,1,1,0,0,0,-7.6,-3.4,0,C0085669,M00110,2,0,DisGeNET,35,Acute leukemia,,-7.6,4,7.3,30304,639,274,23,8.4,1.7,678|1436|2120|3059|3115|3394|3572|3606|3635|4211|5788|5925|5927|6653|6774|6886|7097|7133|7456|9306|10019|55824|83478,ZFP36L2|CSF1R|ETV6|HCLS1|HLA-DPB1|IRF8|IL6ST|IL18|INPP5D|MEIS1|PTPRC|RB1|KDM5A|SORL1|STAT3|TAL1|TLR2|TNFRSF1B|WIPF1|SOCS6|SH2B3|PAG1|ARHGAP24,-5.5,0
0,0,1,0,0,0,0,-7.6,0,0,C0238281,M00100,1,0,DisGeNET,35,Middle Cerebral Artery Syndrome,,-7.6,22,12,30304,35,274,7,2.6,0.95,240|467|718|2353|3572|5337|6774,ALOX5|ATF3|C3|FOS|IL6ST|PLD1|STAT3,-5.5,0
0,0,1,0,0,0,0,-7.6,0,0,C0740376,M00100,1,0,DisGeNET,35,Middle Cerebral Artery Thrombosis,,-7.6,22,12,30304,35,274,7,2.6,0.95,240|467|718|2353|3572|5337|6774,ALOX5|ATF3|C3|FOS|IL6ST|PLD1|STAT3,-5.5,0
0,0,1,0,0,0,0,-7.6,0,0,C0751845,M00100,1,0,DisGeNET,35,Middle Cerebral Artery Embolus,,-7.6,22,12,30304,35,274,7,2.6,0.95,240|467|718|2353|3572|5337|6774,ALOX5|ATF3|C3|FOS|IL6ST|PLD1|STAT3,-5.5,0
0,0,1,0,0,0,0,-7.6,0,0,C0751846,M00100,1,0,DisGeNET,35,Left Middle Cerebral Artery Infarction,,-7.6,22,12,30304,35,274,7,2.6,0.95,240|467|718|2353|3572|5337|6774,ALOX5|ATF3|C3|FOS|IL6ST|PLD1|STAT3,-5.5,0
0,0,1,0,0,0,0,-7.6,0,0,C0751847,M00100,1,0,DisGeNET,35,"Embolic Infarction, Middle Cerebral Artery",,-7.6,22,12,30304,35,274,7,2.6,0.95,240|467|718|2353|3572|5337|6774,ALOX5|ATF3|C3|FOS|IL6ST|PLD1|STAT3,-5.5,0
0,0,1,0,0,0,0,-7.6,0,0,C0751848,M00100,1,0,DisGeNET,35,"Thrombotic Infarction, Middle Cerebral Artery",,-7.6,22,12,30304,35,274,7,2.6,0.95,240|467|718|2353|3572|5337|6774,ALOX5|ATF3|C3|FOS|IL6ST|PLD1|STAT3,-5.5,0
0,0,1,0,0,0,0,-7.6,0,0,C0751849,M00100,1,0,DisGeNET,35,Right Middle Cerebral Artery Infarction,,-7.6,22,12,30304,35,274,7,2.6,0.95,240|467|718|2353|3572|5337|6774,ALOX5|ATF3|C3|FOS|IL6ST|PLD1|STAT3,-5.5,0
1,0,1,0,0,-4.1,0,-7.6,0,0,C0036220,M10100,2,0,DisGeNET,35,Kaposi Sarcoma,,-7.6,4.5,7.5,30304,488,274,20,7.3,1.6,558|942|1508|3428|3516|3572|3660|4773|4780|5452|5629|5788|5966|6239|6774|7048|9306|27044|55636|55824,AXL|CD86|CTSB|IFI16|RBPJ|IL6ST|IRF2|NFATC2|NFE2L2|POU2F2|PROX1|PTPRC|REL|RREB1|STAT3|TGFBR2|SOCS6|SND1|CHD7|PAG1,-5.5,0
0,0,1,1,0,0,0,-4,-7.6,0,C1261502,M00110,2,0,DisGeNET,35,Finding of Mean Corpuscular Hemoglobin,,-7.6,7.3,8.5,30304,653,83,13,16,4,678|896|3709|7764|8801|10320|11214|25816|55589|55803|80342|83855|137196,ZFP36L2|CCND3|ITPR2|ZNF217|SUCLG2|IKZF1|AKAP13|TNFAIP8|BMP2K|ADAP2|TRAF3IP3|KLF16|CCDC26,-5.5,0
0,0,1,1,0,0,0,-7.6,-4.8,0,C0023493,M00110,2,0,DisGeNET,35,Adult T-Cell Lymphoma/Leukemia,,-7.6,4.3,7.4,30304,540,274,21,7.7,1.6,467|942|965|1524|2353|3394|3687|3689|5966|5996|6774|6850|6886|7133|7409|10135|10301|11214|27044|55824|93986,ATF3|CD86|CD58|CX3CR1|FOS|IRF8|ITGAX|ITGB2|REL|RGS1|STAT3|SYK|TAL1|TNFRSF1B|VAV1|NAMPT|DLEU1|AKAP13|SND1|PAG1|FOXP2,-5.4,0
0,0,1,0,0,0,0,-7.6,0,0,C0034067,M00100,1,0,DisGeNET,35,Pulmonary Emphysema,,-7.6,5.3,7.8,30304,352,274,17,6.2,1.5,2|718|953|972|1524|2353|3572|3606|3684|3687|4780|6774|7046|7048|7097|10859|27143,A2M|C3|ENTPD1|CD74|CX3CR1|FOS|IL6ST|IL18|ITGAM|ITGAX|NFE2L2|STAT3|TGFBR1|TGFBR2|TLR2|LILRB1|PALD1,-5.4,0
1,0,1,1,0,-3.6,0,-7.5,-2.1,0,C0019348,M10110,3,0,DisGeNET,35,Herpes Simplex Infections,,-7.5,3.9,7.2,30304,645,274,23,8.4,1.7,409|467|718|942|1508|1524|2353|3428|3459|3606|3660|3684|3689|4780|4784|5788|6774|7038|7097|8857|10257|25939|54504,ARRB2|ATF3|C3|CD86|CTSB|CX3CR1|FOS|IFI16|IFNGR1|IL18|IRF2|ITGAM|ITGB2|NFE2L2|NFIX|PTPRC|STAT3|TG|TLR2|FCGBP|ABCC4|SAMHD1|CPVL,-5.4,0
0,0,1,1,0,0,0,-7.5,-2.7,0,C0023896,M00110,2,0,DisGeNET,35,Alcoholic Liver Diseases,,-7.5,7.4,8.5,30304,195,274,13,4.7,1.3,409|3572|4780|6480|6696|6774|6916|7097|7903|9839|10135|57817|139818,ARRB2|IL6ST|NFE2L2|ST6GAL1|SPP1|STAT3|TBXAS1|TLR2|ST8SIA4|ZEB2|NAMPT|HAMP|DOCK11,-5.4,0
0,0,1,0,0,0,0,-7.5,0,0,C0023290,M00100,1,0,DisGeNET,35,"Leishmaniasis, Visceral",,-7.5,7.3,8.5,30304,197,274,13,4.7,1.3,965|1508|3459|3566|3587|3606|3635|3689|4780|6556|6774|7097|57817,CD58|CTSB|IFNGR1|IL4R|IL10RA|IL18|INPP5D|ITGB2|NFE2L2|SLC11A1|STAT3|TLR2|HAMP,-5.4,0
0,0,1,1,0,0,0,-7.5,-2,0,C0023487,M00110,2,0,DisGeNET,35,Acute Promyelocytic Leukemia,,-7.5,3.9,7.2,30304,651,274,23,8.4,1.7,113|240|860|1436|2120|2353|3055|3394|3606|3684|3687|3689|4211|4780|5552|5788|6688|6774|7409|8202|8832|27185|83478,ADCY7|ALOX5|RUNX2|CSF1R|ETV6|FOS|HCK|IRF8|IL18|ITGAM|ITGAX|ITGB2|MEIS1|NFE2L2|SRGN|PTPRC|SPI1|STAT3|VAV1|NCOA3|CD84|DISC1|ARHGAP24,-5.4,0
0,0,1,0,0,0,0,-7.5,0,0,C0007786,M00100,1,0,DisGeNET,35,Brain Ischemia,,-7.5,5.3,7.7,30304,358,274,17,6.2,1.5,240|718|1075|1436|1508|1524|3516|3572|3606|5321|5925|6546|6696|6774|7097|7133|10135,ALOX5|C3|CTSC|CSF1R|CTSB|CX3CR1|RBPJ|IL6ST|IL18|PLA2G4A|RB1|SLC8A1|SPP1|STAT3|TLR2|TNFRSF1B|NAMPT,-5.4,0
0,1,1,0,0,0,-2.5,-7.5,0,0,C0278876,M01100,2,0,DisGeNET,35,Adult Medulloblastoma,,-7.5,3.6,7,30304,762,274,25,9.1,1.7,29|240|718|1326|1436|1508|2313|2885|3059|3516|3572|3660|4205|4211|5052|6546|6696|6774|7133|7409|8569|9306|25780|55636|83478,ABR|ALOX5|C3|MAP3K8|CSF1R|CTSB|FLI1|GRB2|HCLS1|RBPJ|IL6ST|IRF2|MEF2A|MEIS1|PRDX1|SLC8A1|SPP1|STAT3|TNFRSF1B|VAV1|MKNK1|SOCS6|RASGRP3|CHD7|ARHGAP24,-5.3,0
1,0,1,1,0,-3.1,0,-7.5,-3.7,0,C0035242,M10110,3,0,DisGeNET,35,Respiratory Tract Diseases,,-7.5,7.3,8.4,30304,198,274,13,4.7,1.3,240|571|677|860|3115|3566|3684|3689|4780|5788|7046|7096|81619,ALOX5|BACH1|ZFP36L1|RUNX2|HLA-DPB1|IL4R|ITGAM|ITGB2|NFE2L2|PTPRC|TGFBR1|TLR1|TSPAN14,-5.3,0
0,0,1,1,0,0,0,-7.4,-2.9,0,C0233794,M00110,2,0,DisGeNET,35,Memory impairment,,-7.4,3.6,7,30304,763,274,25,9.1,1.7,240|953|972|1436|1508|1524|2289|3115|3684|3689|4780|4784|5321|5337|5788|5966|6653|6696|6774|7048|7097|10859|11214|27185|55824,ALOX5|ENTPD1|CD74|CSF1R|CTSB|CX3CR1|FKBP5|HLA-DPB1|ITGAM|ITGB2|NFE2L2|NFIX|PLA2G4A|PLD1|PTPRC|REL|SORL1|SPP1|STAT3|TGFBR2|TLR2|LILRB1|AKAP13|DISC1|PAG1,-5.3,0
1,0,1,0,0,-2.3,0,-7.4,0,0,C0278996,M10100,2,0,DisGeNET,35,Malignant Head and Neck Neoplasm,,-7.4,3.6,7,30304,767,274,25,9.1,1.7,240|558|860|953|1508|2059|2353|3566|3606|4780|5682|5788|5925|5966|6319|6696|6774|7046|9770|9839|10859|26509|54504|55824|83478,ALOX5|AXL|RUNX2|ENTPD1|CTSB|EPS8|FOS|IL4R|IL18|NFE2L2|PSMA1|PTPRC|RB1|REL|SCD|SPP1|STAT3|TGFBR1|RASSF2|ZEB2|LILRB1|MYOF|CPVL|PAG1|ARHGAP24,-5.3,0
1,0,1,1,0,-2.9,0,-7.4,-4.3,0,C0024312,M10110,3,0,DisGeNET,35,Lymphopenia,,-7.4,6.5,8.1,30304,239,274,14,5.1,1.3,718|920|1794|5788|6696|6774|7038|7133|7409|7456|9020|55636|57217|81704,C3|CD4|DOCK2|PTPRC|SPP1|STAT3|TG|TNFRSF1B|VAV1|WIPF1|MAP3K14|CHD7|TTC7A|DOCK8,-5.3,0
0,1,1,0,0,0,-2.5,-7.4,0,0,C0278510,M01100,2,0,DisGeNET,35,Childhood Medulloblastoma,,-7.4,3.6,6.9,30304,771,274,25,9.1,1.7,29|240|718|1326|1436|1508|2313|2885|3059|3516|3572|3660|4205|4211|5052|6546|6696|6774|7133|7409|8569|9306|25780|55636|83478,ABR|ALOX5|C3|MAP3K8|CSF1R|CTSB|FLI1|GRB2|HCLS1|RBPJ|IL6ST|IRF2|MEF2A|MEIS1|PRDX1|SLC8A1|SPP1|STAT3|TNFRSF1B|VAV1|MKNK1|SOCS6|RASGRP3|CHD7|ARHGAP24,-5.3,0
0,0,1,1,0,0,0,-7.2,-4.1,0,C0026691,M00110,2,0,DisGeNET,35,Mucocutaneous Lymph Node Syndrome,,-7.2,5.1,7.5,30304,370,274,17,6.2,1.5,3115|3394|3572|3606|4773|6480|6546|6556|7048|7096|7097|8832|10257|57162|57817|64581|64805,HLA-DPB1|IRF8|IL6ST|IL18|NFATC2|ST6GAL1|SLC8A1|SLC11A1|TGFBR2|TLR1|TLR2|CD84|ABCC4|PELI1|HAMP|CLEC7A|P2RY12,-5.2,0
1,0,1,1,0,-3,0,-7.1,-3.5,0,C0278764,M10110,3,0,DisGeNET,35,Adult Burkitt Lymphoma,,-7.1,4.4,7.2,30304,475,274,19,6.9,1.5,240|678|953|965|2059|2313|3606|3689|4773|5336|5788|5996|6774|6850|7048|7409|10301|83478|118788,ALOX5|ZFP36L2|ENTPD1|CD58|EPS8|FLI1|IL18|ITGB2|NFATC2|PLCG2|PTPRC|RGS1|STAT3|SYK|TGFBR2|VAV1|DLEU1|ARHGAP24|PIK3AP1,-5,0
0,0,1,1,0,0,0,-7.1,-3.2,0,C0024530,M00110,2,0,DisGeNET,35,Malaria,,-7.1,3.7,6.9,30304,684,274,23,8.4,1.7,240|718|953|1075|1436|2005|3459|3566|3587|3606|3684|3687|3689|4094|4780|5788|6556|6696|7096|7097|7133|11214|57817,ALOX5|C3|ENTPD1|CTSC|CSF1R|ELK4|IFNGR1|IL4R|IL10RA|IL18|ITGAM|ITGAX|ITGB2|MAF|NFE2L2|PTPRC|SLC11A1|SPP1|TLR1|TLR2|TNFRSF1B|AKAP13|HAMP,-5,0
0,0,1,0,0,0,0,-7.1,0,0,C0241910,M00100,1,0,DisGeNET,35,Autoimmune Chronic Hepatitis,,-7.1,6.8,8,30304,213,274,13,4.7,1.3,972|3115|3566|3606|3635|4780|5788|7038|7097|7182|10019|10257|57817,CD74|HLA-DPB1|IL4R|IL18|INPP5D|NFE2L2|PTPRC|TG|TLR2|NR2C2|SH2B3|ABCC4|HAMP,-5,0
1,0,1,1,0,-3,0,-7.1,-3.5,0,C0278879,M10110,3,0,DisGeNET,35,Childhood Burkitt Lymphoma,,-7.1,4.4,7.2,30304,477,274,19,6.9,1.5,240|678|953|965|2059|2313|3606|3689|4773|5336|5788|5996|6774|6850|7048|7409|10301|83478|118788,ALOX5|ZFP36L2|ENTPD1|CD58|EPS8|FLI1|IL18|ITGB2|NFATC2|PLCG2|PTPRC|RGS1|STAT3|SYK|TGFBR2|VAV1|DLEU1|ARHGAP24|PIK3AP1,-5,0
0,0,1,1,0,0,0,-7,-4.3,0,C0023485,M00110,2,0,DisGeNET,35,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,,-7,8.4,8.5,30304,145,274,11,4,1.2,1436|2120|5090|5305|5321|5452|6774|29760|83478|92241|137196,CSF1R|ETV6|PBX3|PIP4K2A|PLA2G4A|POU2F2|STAT3|BLNK|ARHGAP24|RCSD1|CCDC26,-5,0
0,0,1,0,0,0,0,-7,0,0,C0740392,M00100,1,0,DisGeNET,35,"Infarction, Middle Cerebral Artery",,-7,8.4,8.5,30304,145,274,11,4,1.2,240|467|718|942|2353|3572|4780|5337|6774|10135|57817,ALOX5|ATF3|C3|CD86|FOS|IL6ST|NFE2L2|PLD1|STAT3|NAMPT|HAMP,-5,0
0,0,1,0,0,0,0,-6.9,0,0,C0026918,M00100,1,0,DisGeNET,35,Mycobacterium Infections,,-6.9,7.3,8.1,30304,183,274,12,4.4,1.2,1508|3394|3459|3684|5052|6556|6696|6774|7096|7097|7133|120892,CTSB|IRF8|IFNGR1|ITGAM|PRDX1|SLC11A1|SPP1|STAT3|TLR1|TLR2|TNFRSF1B|LRRK2,-4.9,0
